Method,Metric,Value,source_target_ratio,source_size,target_size
TLCQM,XGBoost,0.2836377871174519,5,500,100
TLCQM,KRR,0.2933650078911904,5,500,100
TLCQM,NN,0.2937789954925986,5,500,100
TLCQM,W1_to_target,0.0381181129804459,5,500,100
TLCQM,AvgPinball,0.1552008633125828,5,500,100
TLCQM,CRPS,0.2836374308923627,5,500,100
Engression_Only,XGBoost,2.811136316091987,10,1000,100
Engression_Only,KRR,1.6511032081762391,10,1000,100
Engression_Only,NN,2.7464899960408697,10,1000,100
Engression_Only,W1_to_target,2.08554050295496,10,1000,100
Mean_Matching,XGBoost,0.3004209237207403,10,1000,100
Mean_Matching,KRR,0.3138286032974383,10,1000,100
Mean_Matching,NN,0.3065621845527503,10,1000,100
Mean_Matching,W1_to_target,0.2259090116338064,10,1000,100
OT_Calibration,XGBoost,0.4216146468251565,10,1000,100
OT_Calibration,KRR,0.4622130861268884,10,1000,100
OT_Calibration,NN,0.4988641858386507,10,1000,100
OT_Calibration,W1_to_target,0.45382837836796,10,1000,100
TLCQM,XGBoost,0.303709757478349,10,1000,100
TLCQM,KRR,0.305509052879961,10,1000,100
TLCQM,NN,0.2994374945424307,10,1000,100
TLCQM,W1_to_target,0.0378309122220889,10,1000,100
TLCQM,AvgPinball,0.1600637907565845,10,1000,100
TLCQM,CRPS,0.2927298607128797,10,1000,100
Engression_Only,XGBoost,3.1793740744895853,15,1500,100
Engression_Only,KRR,1.990643350379759,15,1500,100
Engression_Only,NN,2.980560908198783,15,1500,100
Engression_Only,W1_to_target,2.075521573452683,15,1500,100
Mean_Matching,XGBoost,0.2932807793790078,15,1500,100
Mean_Matching,KRR,0.281597136315714,15,1500,100
Mean_Matching,NN,0.2869420009316696,15,1500,100
Mean_Matching,W1_to_target,0.1898264622796043,15,1500,100
OT_Calibration,XGBoost,0.4815910578621197,15,1500,100
OT_Calibration,KRR,0.5508659693992112,15,1500,100
OT_Calibration,NN,0.543422916978269,15,1500,100
OT_Calibration,W1_to_target,0.2684786822107047,15,1500,100
TLCQM,XGBoost,0.2914596813605239,15,1500,100
TLCQM,KRR,0.2801983462228208,15,1500,100
TLCQM,NN,0.2850421344860135,15,1500,100
TLCQM,W1_to_target,0.0386652572699923,15,1500,100
TLCQM,AvgPinball,0.1590211071455527,15,1500,100
TLCQM,CRPS,0.291165650219125,15,1500,100
Engression_Only,XGBoost,3.6472229806997616,20,2000,100
Engression_Only,KRR,2.6822519718080926,20,2000,100
Engression_Only,NN,3.698636500169188,20,2000,100
Engression_Only,W1_to_target,2.0915738266160555,20,2000,100
Mean_Matching,XGBoost,0.2888111548709641,20,2000,100
Mean_Matching,KRR,0.2867556656556791,20,2000,100
Mean_Matching,NN,0.2907776734511492,20,2000,100
Mean_Matching,W1_to_target,0.2536069785678196,20,2000,100
OT_Calibration,XGBoost,0.5963462033501544,20,2000,100
OT_Calibration,KRR,0.5883004475573631,20,2000,100
OT_Calibration,NN,0.6184025244167661,20,2000,100
OT_Calibration,W1_to_target,0.318006725381771,20,2000,100
TLCQM,XGBoost,0.2854263267750722,20,2000,100
TLCQM,KRR,0.2870092981332294,20,2000,100
TLCQM,NN,0.2876985920800843,20,2000,100
TLCQM,W1_to_target,0.0403198699560771,20,2000,100
TLCQM,AvgPinball,0.1562660224601765,20,2000,100
TLCQM,CRPS,0.2854762700021686,20,2000,100
Engression_Only,XGBoost,3.676710796999928,30,3000,100
Engression_Only,KRR,2.920118674679113,30,3000,100
Engression_Only,NN,4.02103440054715,30,3000,100
Engression_Only,W1_to_target,2.057911864038591,30,3000,100
Mean_Matching,XGBoost,0.2816336638520203,30,3000,100
Mean_Matching,KRR,0.2830178470786217,30,3000,100
Mean_Matching,NN,0.2822566948659172,30,3000,100
Mean_Matching,W1_to_target,0.3219877137797153,30,3000,100
OT_Calibration,XGBoost,0.6089012305682615,30,3000,100
OT_Calibration,KRR,0.5831746613276917,30,3000,100
OT_Calibration,NN,0.6671720993764236,30,3000,100
OT_Calibration,W1_to_target,0.1956166772951301,30,3000,100
TLCQM,XGBoost,0.2864075023789995,30,3000,100
TLCQM,KRR,0.2894846814323549,30,3000,100
TLCQM,NN,0.2898156336122159,30,3000,100
TLCQM,W1_to_target,0.0421335038280835,30,3000,100
TLCQM,AvgPinball,0.1554135027487628,30,3000,100
TLCQM,CRPS,0.2844486224297888,30,3000,100
Engression_Only,XGBoost,0.5120237550362713,1,150,150
Engression_Only,KRR,0.5742408680074101,1,150,150
Engression_Only,NN,0.6405880891736971,1,150,150
Engression_Only,W1_to_target,1.854296642460345,1,150,150
Mean_Matching,XGBoost,0.2960061454202832,1,150,150
Mean_Matching,KRR,0.2997294101089897,1,150,150
Mean_Matching,NN,0.2901627435414733,1,150,150
Mean_Matching,W1_to_target,0.3675563807944085,1,150,150
OT_Calibration,XGBoost,0.3277518428485006,1,150,150
OT_Calibration,KRR,0.3414795866993311,1,150,150
OT_Calibration,NN,0.328238342400706,1,150,150
OT_Calibration,W1_to_target,0.6712462394988271,1,150,150
TLCQM,XGBoost,0.2956823994040796,1,150,150
TLCQM,KRR,0.304629445441795,1,150,150
TLCQM,NN,0.2943676345643133,1,150,150
TLCQM,W1_to_target,0.0355972203999976,1,150,150
TLCQM,AvgPinball,0.1782204562159926,1,150,150
TLCQM,CRPS,0.3258409315015702,1,150,150
Engression_Only,XGBoost,2.703478261692504,2,300,150
Engression_Only,KRR,1.0369318087511228,2,300,150
Engression_Only,NN,1.229310177408121,2,300,150
Engression_Only,W1_to_target,1.962923145695427,2,300,150
Mean_Matching,XGBoost,0.3084280852947255,2,300,150
Mean_Matching,KRR,0.3047936811359413,2,300,150
Mean_Matching,NN,0.3027113808762522,2,300,150
Mean_Matching,W1_to_target,0.2869351706160541,2,300,150
OT_Calibration,XGBoost,0.3844646062704667,2,300,150
OT_Calibration,KRR,0.4099823789675009,2,300,150
OT_Calibration,NN,0.4337285382850382,2,300,150
OT_Calibration,W1_to_target,0.3532840578478071,2,300,150
TLCQM,XGBoost,0.3128592127361422,2,300,150
TLCQM,KRR,0.3080245843710367,2,300,150
TLCQM,NN,0.3061049414221197,2,300,150
TLCQM,W1_to_target,0.0378106204237543,2,300,150
TLCQM,AvgPinball,0.1650140956558498,2,300,150
TLCQM,CRPS,0.3012445396556425,2,300,150
Engression_Only,XGBoost,3.046001271346894,5,750,150
Engression_Only,KRR,1.449725782326511,5,750,150
Engression_Only,NN,2.0532731028968545,5,750,150
Engression_Only,W1_to_target,1.980411033115557,5,750,150
Mean_Matching,XGBoost,0.3167167622648209,5,750,150
Mean_Matching,KRR,0.3059421234238814,5,750,150
Mean_Matching,NN,0.3076450335998311,5,750,150
Mean_Matching,W1_to_target,0.172277376946562,5,750,150
OT_Calibration,XGBoost,0.36398966131785,5,750,150
OT_Calibration,KRR,0.389897633758578,5,750,150
OT_Calibration,NN,0.4099312291118455,5,750,150
OT_Calibration,W1_to_target,0.3160497213929664,5,750,150
TLCQM,XGBoost,0.3088004325074336,5,750,150
TLCQM,KRR,0.3037732953764863,5,750,150
TLCQM,NN,0.3147972001994211,5,750,150
TLCQM,W1_to_target,0.0337840148314696,5,750,150
TLCQM,AvgPinball,0.1678130354700034,5,750,150
TLCQM,CRPS,0.3061014888870799,5,750,150
Engression_Only,XGBoost,3.152858536904413,10,1500,150
Engression_Only,KRR,1.8931943259908488,10,1500,150
Engression_Only,NN,2.885439542335013,10,1500,150
Engression_Only,W1_to_target,1.943889989430756,10,1500,150
Mean_Matching,XGBoost,0.3004019814599568,10,1500,150
Mean_Matching,KRR,0.2830414426604309,10,1500,150
Mean_Matching,NN,0.2928112297649061,10,1500,150
Mean_Matching,W1_to_target,0.3165764367301135,10,1500,150
OT_Calibration,XGBoost,0.491261208976941,10,1500,150
OT_Calibration,KRR,0.4825842174783655,10,1500,150
OT_Calibration,NN,0.5294874917024505,10,1500,150
OT_Calibration,W1_to_target,0.1240801133048196,10,1500,150
TLCQM,XGBoost,0.3025305414080436,10,1500,150
TLCQM,KRR,0.2868063895240872,10,1500,150
TLCQM,NN,0.2969773786089125,10,1500,150
TLCQM,W1_to_target,0.0334349084967029,10,1500,150
TLCQM,AvgPinball,0.1636343711557429,10,1500,150
TLCQM,CRPS,0.2987929081675842,10,1500,150
Engression_Only,XGBoost,3.658389356911217,15,2250,150
Engression_Only,KRR,2.6866251662778304,15,2250,150
Engression_Only,NN,3.8708005895780495,15,2250,150
Engression_Only,W1_to_target,1.95271863646522,15,2250,150
Mean_Matching,XGBoost,0.3046028665405814,15,2250,150
Mean_Matching,KRR,0.2934830845790779,15,2250,150
Mean_Matching,NN,0.3025157374242505,15,2250,150
Mean_Matching,W1_to_target,0.2872423444494231,15,2250,150
OT_Calibration,XGBoost,0.6141010625731907,15,2250,150
OT_Calibration,KRR,0.5711766782161152,15,2250,150
OT_Calibration,NN,0.6606453139516086,15,2250,150
OT_Calibration,W1_to_target,0.3471398914173863,15,2250,150
TLCQM,XGBoost,0.3150023617930454,15,2250,150
TLCQM,KRR,0.3101598521621657,15,2250,150
TLCQM,NN,0.3167460008667701,15,2250,150
TLCQM,W1_to_target,0.0335024833203287,15,2250,150
TLCQM,AvgPinball,0.1634279051599215,15,2250,150
TLCQM,CRPS,0.2983570471668809,15,2250,150
Engression_Only,XGBoost,3.237760910137102,20,3000,150
Engression_Only,KRR,2.5231940796640053,20,3000,150
Engression_Only,NN,3.5453198621690425,20,3000,150
Engression_Only,W1_to_target,1.9250570213839997,20,3000,150
Mean_Matching,XGBoost,0.2917924099146066,20,3000,150
Mean_Matching,KRR,0.2762457279679964,20,3000,150
Mean_Matching,NN,0.2849616123859775,20,3000,150
Mean_Matching,W1_to_target,0.2388864638326741,20,3000,150
OT_Calibration,XGBoost,0.5951270165880749,20,3000,150
OT_Calibration,KRR,0.5733632077061716,20,3000,150
OT_Calibration,NN,0.6552878341856802,20,3000,150
OT_Calibration,W1_to_target,0.2582186251840732,20,3000,150
TLCQM,XGBoost,0.2920423679892512,20,3000,150
TLCQM,KRR,0.286616926424656,20,3000,150
TLCQM,NN,0.2919753034524641,20,3000,150
TLCQM,W1_to_target,0.0339593156370572,20,3000,150
TLCQM,AvgPinball,0.1632565981122914,20,3000,150
TLCQM,CRPS,0.2982218177798396,20,3000,150
Engression_Only,XGBoost,3.790371301067799,30,4500,150
Engression_Only,KRR,3.1439154406468868,30,4500,150
Engression_Only,NN,3.798463565034489,30,4500,150
Engression_Only,W1_to_target,1.9376824912974124,30,4500,150
Mean_Matching,XGBoost,0.317114015084566,30,4500,150
Mean_Matching,KRR,0.3012170860456411,30,4500,150
Mean_Matching,NN,0.3101724674872393,30,4500,150
Mean_Matching,W1_to_target,0.2365769428023346,30,4500,150
OT_Calibration,XGBoost,0.6099717134823598,30,4500,150
OT_Calibration,KRR,0.6395360635742786,30,4500,150
OT_Calibration,NN,0.6870057510031269,30,4500,150
OT_Calibration,W1_to_target,0.2578446058474992,30,4500,150
TLCQM,XGBoost,0.3335107832630247,30,4500,150
TLCQM,KRR,0.3219279861475616,30,4500,150
TLCQM,NN,0.3283661312778306,30,4500,150
TLCQM,W1_to_target,0.0350915156464109,30,4500,150
TLCQM,AvgPinball,0.1637718044368702,30,4500,150
TLCQM,CRPS,0.2993456003751259,30,4500,150
Engression_Only,XGBoost,0.5641410850385576,1,50,50
Engression_Only,KRR,0.6824098607731385,1,50,50
Engression_Only,NN,0.8566698594080762,1,50,50
Engression_Only,W1_to_target,1.5115436684658383,1,50,50
Mean_Matching,XGBoost,0.3339231109020694,1,50,50
Mean_Matching,KRR,0.4089460583061878,1,50,50
Mean_Matching,NN,0.4139030729004059,1,50,50
Mean_Matching,W1_to_target,0.236763660689257,1,50,50
OT_Calibration,XGBoost,0.4524089888298525,1,50,50
OT_Calibration,KRR,0.4714219073150097,1,50,50
OT_Calibration,NN,0.5044964843824109,1,50,50
OT_Calibration,W1_to_target,0.4325313137245519,1,50,50
TLCQM,XGBoost,0.3453833640065115,1,50,50
TLCQM,KRR,0.3907111264285227,1,50,50
TLCQM,NN,0.429895749582713,1,50,50
TLCQM,W1_to_target,0.0422479739744315,1,50,50
TLCQM,AvgPinball,0.191684584717117,1,50,50
TLCQM,CRPS,0.3502428123912188,1,50,50
Engression_Only,XGBoost,2.979932795497072,2,100,50
Engression_Only,KRR,0.8828348773256206,2,100,50
Engression_Only,NN,2.4048573449511097,2,100,50
Engression_Only,W1_to_target,1.861450676286952,2,100,50
Mean_Matching,XGBoost,0.3905080958308408,2,100,50
Mean_Matching,KRR,0.3904668472599614,2,100,50
Mean_Matching,NN,0.404367611726169,2,100,50
Mean_Matching,W1_to_target,0.3512565731864452,2,100,50
OT_Calibration,XGBoost,0.3801395041595664,2,100,50
OT_Calibration,KRR,0.4216799831699791,2,100,50
OT_Calibration,NN,0.431638962258159,2,100,50
OT_Calibration,W1_to_target,0.4622458967672279,2,100,50
TLCQM,XGBoost,0.3718036025661246,2,100,50
TLCQM,KRR,0.3965110645957665,2,100,50
TLCQM,NN,0.4094421638962287,2,100,50
TLCQM,W1_to_target,0.042969118510358,2,100,50
TLCQM,AvgPinball,0.1708936900574801,2,100,50
TLCQM,CRPS,0.3121505661634677,2,100,50
Engression_Only,XGBoost,3.507427421256676,5,250,50
Engression_Only,KRR,1.4310717024497566,5,250,50
Engression_Only,NN,3.336238375360281,5,250,50
Engression_Only,W1_to_target,1.740573152561621,5,250,50
Mean_Matching,XGBoost,0.3424095410619832,5,250,50
Mean_Matching,KRR,0.366246689284819,5,250,50
Mean_Matching,NN,0.3554310243175752,5,250,50
Mean_Matching,W1_to_target,0.408710666301469,5,250,50
OT_Calibration,XGBoost,0.4049190362831415,5,250,50
OT_Calibration,KRR,0.4514999336412001,5,250,50
OT_Calibration,NN,0.4328590527347067,5,250,50
OT_Calibration,W1_to_target,0.4303967989230498,5,250,50
TLCQM,XGBoost,0.3819750062403426,5,250,50
TLCQM,KRR,0.3770100686909953,5,250,50
TLCQM,NN,0.4224596047896937,5,250,50
TLCQM,W1_to_target,0.0414114864937542,5,250,50
TLCQM,AvgPinball,0.178083033523732,5,250,50
TLCQM,CRPS,0.3256114093300186,5,250,50
Engression_Only,XGBoost,2.772624488320514,10,500,50
Engression_Only,KRR,1.141196409311795,10,500,50
Engression_Only,NN,1.679846954606031,10,500,50
Engression_Only,W1_to_target,1.7364458745813616,10,500,50
Mean_Matching,XGBoost,0.3446130844215955,10,500,50
Mean_Matching,KRR,0.3765539978812577,10,500,50
Mean_Matching,NN,0.3411190080596347,10,500,50
Mean_Matching,W1_to_target,0.3651275388250419,10,500,50
OT_Calibration,XGBoost,0.4473258641301293,10,500,50
OT_Calibration,KRR,0.4862748261949146,10,500,50
OT_Calibration,NN,0.447720135049649,10,500,50
OT_Calibration,W1_to_target,0.732280207069859,10,500,50
TLCQM,XGBoost,0.3716020966671888,10,500,50
TLCQM,KRR,0.3806546098188421,10,500,50
TLCQM,NN,0.3414275259582568,10,500,50
TLCQM,W1_to_target,0.0467705898382905,10,500,50
TLCQM,AvgPinball,0.1630710527293352,10,500,50
TLCQM,CRPS,0.2980709101716949,10,500,50
Engression_Only,XGBoost,3.683944685323337,15,750,50
Engression_Only,KRR,2.03584118505182,15,750,50
Engression_Only,NN,3.085810781738165,15,750,50
Engression_Only,W1_to_target,1.789448627753057,15,750,50
Mean_Matching,XGBoost,0.3432948830655009,15,750,50
Mean_Matching,KRR,0.3376677762039412,15,750,50
Mean_Matching,NN,0.3497865546895427,15,750,50
Mean_Matching,W1_to_target,0.3471664420596926,15,750,50
OT_Calibration,XGBoost,0.5328752008075534,15,750,50
OT_Calibration,KRR,0.6487295382984324,15,750,50
OT_Calibration,NN,0.5750947386971694,15,750,50
OT_Calibration,W1_to_target,0.1730178203114871,15,750,50
TLCQM,XGBoost,0.3549019606692006,15,750,50
TLCQM,KRR,0.341322927378301,15,750,50
TLCQM,NN,0.3341952831827978,15,750,50
TLCQM,W1_to_target,0.0439971531845235,15,750,50
TLCQM,AvgPinball,0.1632077522324055,15,750,50
TLCQM,CRPS,0.2985918741219239,15,750,50
Engression_Only,XGBoost,3.584275776881229,20,1000,50
Engression_Only,KRR,2.628482454298857,20,1000,50
Engression_Only,NN,3.797324063771408,20,1000,50
Engression_Only,W1_to_target,1.836226467270741,20,1000,50
Mean_Matching,XGBoost,0.3279197378858656,20,1000,50
Mean_Matching,KRR,0.3252887224385442,20,1000,50
Mean_Matching,NN,0.3226640830691619,20,1000,50
Mean_Matching,W1_to_target,0.3435339316513406,20,1000,50
OT_Calibration,XGBoost,0.4721744116997771,20,1000,50
OT_Calibration,KRR,0.6077443317945472,20,1000,50
OT_Calibration,NN,0.6290799534341727,20,1000,50
OT_Calibration,W1_to_target,0.1671794745329377,20,1000,50
TLCQM,XGBoost,0.326057694462933,20,1000,50
TLCQM,KRR,0.3270151892953397,20,1000,50
TLCQM,NN,0.322756438881802,20,1000,50
TLCQM,W1_to_target,0.0568078074644609,20,1000,50
TLCQM,AvgPinball,0.1615143424556938,20,1000,50
TLCQM,CRPS,0.2951432262470683,20,1000,50
Engression_Only,XGBoost,3.2257055211651533,30,1500,50
Engression_Only,KRR,2.3339363568089206,30,1500,50
Engression_Only,NN,3.245239364477435,30,1500,50
Engression_Only,W1_to_target,1.839387235194465,30,1500,50
Mean_Matching,XGBoost,0.3294272840227966,30,1500,50
Mean_Matching,KRR,0.3344935981688089,30,1500,50
Mean_Matching,NN,0.3202498483473677,30,1500,50
Mean_Matching,W1_to_target,0.3078789335640458,30,1500,50
OT_Calibration,XGBoost,0.3934849677803451,30,1500,50
OT_Calibration,KRR,0.5435756864908228,30,1500,50
OT_Calibration,NN,0.556817586838059,30,1500,50
OT_Calibration,W1_to_target,0.2130056693793527,30,1500,50
TLCQM,XGBoost,0.3372136542953204,30,1500,50
TLCQM,KRR,0.3318248854959965,30,1500,50
TLCQM,NN,0.3223888215636727,30,1500,50
TLCQM,W1_to_target,0.0438019044528412,30,1500,50
TLCQM,AvgPinball,0.1624348820768099,30,1500,50
TLCQM,CRPS,0.2963356989937838,30,1500,50
Engression_Only,XGBoost,1.3339839617851634,1,100,100
Engression_Only,KRR,0.8795086357595677,1,100,100
Engression_Only,NN,1.462603441208289,1,100,100
Engression_Only,W1_to_target,1.974861825064708,1,100,100
Mean_Matching,XGBoost,0.3044069504366168,1,100,100
Mean_Matching,KRR,0.3346869696065167,1,100,100
Mean_Matching,NN,0.3115094572720765,1,100,100
Mean_Matching,W1_to_target,0.3821229093114189,1,100,100
OT_Calibration,XGBoost,0.351295821581065,1,100,100
OT_Calibration,KRR,0.3471163030377708,1,100,100
OT_Calibration,NN,0.3465893664942571,1,100,100
OT_Calibration,W1_to_target,0.6208534269870595,1,100,100
TLCQM,XGBoost,0.3059341258585752,1,100,100
TLCQM,KRR,0.3388488654112842,1,100,100
TLCQM,NN,0.3167462921260892,1,100,100
TLCQM,W1_to_target,0.038068079070815,1,100,100
TLCQM,AvgPinball,0.1794087102625442,1,100,100
TLCQM,CRPS,0.3273344235079459,1,100,100
Engression_Only,XGBoost,2.5986553225742104,2,200,100
Engression_Only,KRR,1.1115510304795522,2,200,100
Engression_Only,NN,1.108168997119486,2,200,100
Engression_Only,W1_to_target,1.8946267858275136,2,200,100
Mean_Matching,XGBoost,0.3080761739632457,2,200,100
Mean_Matching,KRR,0.3399505669111423,2,200,100
Mean_Matching,NN,0.3183120268439713,2,200,100
Mean_Matching,W1_to_target,0.2808312137260262,2,200,100
OT_Calibration,XGBoost,0.3665758532814704,2,200,100
OT_Calibration,KRR,0.4042880146052324,2,200,100
OT_Calibration,NN,0.3893693561165209,2,200,100
OT_Calibration,W1_to_target,0.4105245870032529,2,200,100
TLCQM,XGBoost,0.3111574207980568,2,200,100
TLCQM,KRR,0.3375501799131974,2,200,100
TLCQM,NN,0.3084990643864345,2,200,100
TLCQM,W1_to_target,0.0416346561357144,2,200,100
TLCQM,AvgPinball,0.1707049909556454,2,200,100
TLCQM,CRPS,0.3122550562416698,2,200,100
Engression_Only,XGBoost,2.579947882970364,5,500,100
Engression_Only,KRR,0.9043503444369062,5,500,100
Engression_Only,NN,2.1068603246957887,5,500,100
Engression_Only,W1_to_target,1.915504353309326,5,500,100
Mean_Matching,XGBoost,0.3007921023627987,5,500,100
Mean_Matching,KRR,0.3155255224016279,5,500,100
Mean_Matching,NN,0.2909194287868774,5,500,100
Mean_Matching,W1_to_target,0.447847752439675,5,500,100
OT_Calibration,XGBoost,0.3992014685015045,5,500,100
OT_Calibration,KRR,0.4258762251280025,5,500,100
OT_Calibration,NN,0.4265561852990119,5,500,100
OT_Calibration,W1_to_target,0.9634309078278932,5,500,100
TLCQM,XGBoost,0.2910397357738197,5,500,100
TLCQM,KRR,0.3186919415619939,5,500,100
TLCQM,NN,0.2954209886160617,5,500,100
TLCQM,W1_to_target,0.0370813445717606,5,500,100
TLCQM,AvgPinball,0.1760454369049625,5,500,100
TLCQM,CRPS,0.3222935503126121,5,500,100
Engression_Only,XGBoost,3.679340630944787,10,1000,100
Engression_Only,KRR,2.1077258693654186,10,1000,100
Engression_Only,NN,3.758717375126106,10,1000,100
Engression_Only,W1_to_target,2.005338003397998,10,1000,100
Mean_Matching,XGBoost,0.2724278110766542,10,1000,100
Mean_Matching,KRR,0.2937419363296124,10,1000,100
Mean_Matching,NN,0.2742645378709248,10,1000,100
Mean_Matching,W1_to_target,0.3742318635964304,10,1000,100
OT_Calibration,XGBoost,0.4870944707182379,10,1000,100
OT_Calibration,KRR,0.4960959384882112,10,1000,100
OT_Calibration,NN,0.5083398244561241,10,1000,100
OT_Calibration,W1_to_target,0.3276722108258528,10,1000,100
TLCQM,XGBoost,0.2771655283402186,10,1000,100
TLCQM,KRR,0.2966493845769358,10,1000,100
TLCQM,NN,0.2824963977175077,10,1000,100
TLCQM,W1_to_target,0.0458058963653389,10,1000,100
TLCQM,AvgPinball,0.1740747024570735,10,1000,100
TLCQM,CRPS,0.3189574426254628,10,1000,100
Engression_Only,XGBoost,3.311122881930108,15,1500,100
Engression_Only,KRR,1.8012893063738944,15,1500,100
Engression_Only,NN,2.7439252970910744,15,1500,100
Engression_Only,W1_to_target,2.053394702573764,15,1500,100
Mean_Matching,XGBoost,0.2724529948810493,15,1500,100
Mean_Matching,KRR,0.2802786141703943,15,1500,100
Mean_Matching,NN,0.2756035405397697,15,1500,100
Mean_Matching,W1_to_target,0.374553037101117,15,1500,100
OT_Calibration,XGBoost,0.5077143159691445,15,1500,100
OT_Calibration,KRR,0.5366988669206634,15,1500,100
OT_Calibration,NN,0.5444767066383253,15,1500,100
OT_Calibration,W1_to_target,0.2759280161130142,15,1500,100
TLCQM,XGBoost,0.2716369350653512,15,1500,100
TLCQM,KRR,0.284687543755906,15,1500,100
TLCQM,NN,0.2797192054384496,15,1500,100
TLCQM,W1_to_target,0.0358799589216855,15,1500,100
TLCQM,AvgPinball,0.1748800100978588,15,1500,100
TLCQM,CRPS,0.3196915170722893,15,1500,100
Engression_Only,XGBoost,3.558832465873596,20,2000,100
Engression_Only,KRR,2.34064744590636,20,2000,100
Engression_Only,NN,3.721437587213176,20,2000,100
Engression_Only,W1_to_target,2.0139235400511177,20,2000,100
Mean_Matching,XGBoost,0.2894940527912927,20,2000,100
Mean_Matching,KRR,0.2976940235014561,20,2000,100
Mean_Matching,NN,0.2918261664423688,20,2000,100
Mean_Matching,W1_to_target,0.3533733982418553,20,2000,100
OT_Calibration,XGBoost,0.4958632087562559,20,2000,100
OT_Calibration,KRR,0.5330206349819597,20,2000,100
OT_Calibration,NN,0.5527399386409325,20,2000,100
OT_Calibration,W1_to_target,0.2091163228815496,20,2000,100
TLCQM,XGBoost,0.2873726022325744,20,2000,100
TLCQM,KRR,0.2991742582043314,20,2000,100
TLCQM,NN,0.2948685913017268,20,2000,100
TLCQM,W1_to_target,0.0346523915376846,20,2000,100
TLCQM,AvgPinball,0.1743564079055957,20,2000,100
TLCQM,CRPS,0.3186027797972395,20,2000,100
Engression_Only,XGBoost,3.594901026441478,30,3000,100
Engression_Only,KRR,2.7285122526379384,30,3000,100
Engression_Only,NN,3.8929038682001535,30,3000,100
Engression_Only,W1_to_target,2.033171036681576,30,3000,100
Mean_Matching,XGBoost,0.3051451665274591,30,3000,100
Mean_Matching,KRR,0.3104865462604976,30,3000,100
Mean_Matching,NN,0.3101921768749508,30,3000,100
Mean_Matching,W1_to_target,0.3590407364192448,30,3000,100
OT_Calibration,XGBoost,0.6568959944696174,30,3000,100
OT_Calibration,KRR,0.6299672604670594,30,3000,100
OT_Calibration,NN,0.7412001755721602,30,3000,100
OT_Calibration,W1_to_target,0.2514815386387075,30,3000,100
TLCQM,XGBoost,0.297068213885965,30,3000,100
TLCQM,KRR,0.3004830159168517,30,3000,100
TLCQM,NN,0.3036732337178097,30,3000,100
TLCQM,W1_to_target,0.0358091079744998,30,3000,100
TLCQM,AvgPinball,0.1745361274323437,30,3000,100
TLCQM,CRPS,0.3190270699814621,30,3000,100
Engression_Only,XGBoost,1.0427767725480108,1,150,150
Engression_Only,KRR,0.9316942956025837,1,150,150
Engression_Only,NN,0.8757766592545959,1,150,150
Engression_Only,W1_to_target,1.9187894048422351,1,150,150
Mean_Matching,XGBoost,0.3049265547277035,1,150,150
Mean_Matching,KRR,0.3266631159694695,1,150,150
Mean_Matching,NN,0.327370279122424,1,150,150
Mean_Matching,W1_to_target,0.321773912985577,1,150,150
OT_Calibration,XGBoost,0.3237867400085366,1,150,150
OT_Calibration,KRR,0.3886374942587582,1,150,150
OT_Calibration,NN,0.3828396595561749,1,150,150
OT_Calibration,W1_to_target,0.2138164964578543,1,150,150
TLCQM,XGBoost,0.3130185810306604,1,150,150
TLCQM,KRR,0.3410638392240621,1,150,150
TLCQM,NN,0.3362482437431214,1,150,150
TLCQM,W1_to_target,0.0284026679120435,1,150,150
TLCQM,AvgPinball,0.1766828407051888,1,150,150
TLCQM,CRPS,0.3233165430870452,1,150,150
Engression_Only,XGBoost,2.472388474475301,2,300,150
Engression_Only,KRR,1.044752904349065,2,300,150
Engression_Only,NN,1.1928908857103824,2,300,150
Engression_Only,W1_to_target,1.954923961099136,2,300,150
Mean_Matching,XGBoost,0.3017454288960789,2,300,150
Mean_Matching,KRR,0.3067789027381842,2,300,150
Mean_Matching,NN,0.3129585468809894,2,300,150
Mean_Matching,W1_to_target,0.3505376729849671,2,300,150
OT_Calibration,XGBoost,0.3860761768452223,2,300,150
OT_Calibration,KRR,0.388748898999538,2,300,150
OT_Calibration,NN,0.4229215210522138,2,300,150
OT_Calibration,W1_to_target,0.5890925354950561,2,300,150
TLCQM,XGBoost,0.3058821356319307,2,300,150
TLCQM,KRR,0.3106568562409277,2,300,150
TLCQM,NN,0.3203689634875704,2,300,150
TLCQM,W1_to_target,0.0244785658210145,2,300,150
TLCQM,AvgPinball,0.1677379241581832,2,300,150
TLCQM,CRPS,0.3060117438968208,2,300,150
Engression_Only,XGBoost,3.466872938866329,5,750,150
Engression_Only,KRR,1.7783212330849705,5,750,150
Engression_Only,NN,3.2082605809195903,5,750,150
Engression_Only,W1_to_target,1.9704969107402623,5,750,150
Mean_Matching,XGBoost,0.2989092967935168,5,750,150
Mean_Matching,KRR,0.2989777548809078,5,750,150
Mean_Matching,NN,0.3004800360684349,5,750,150
Mean_Matching,W1_to_target,0.3033102609292136,5,750,150
OT_Calibration,XGBoost,0.4291783953320575,5,750,150
OT_Calibration,KRR,0.4632282419243764,5,750,150
OT_Calibration,NN,0.4815714672795482,5,750,150
OT_Calibration,W1_to_target,0.3951044696466915,5,750,150
TLCQM,XGBoost,0.2882975602771499,5,750,150
TLCQM,KRR,0.2844514396138312,5,750,150
TLCQM,NN,0.2941576734683275,5,750,150
TLCQM,W1_to_target,0.022464980818598,5,750,150
