Method,MSE,source_size,target_size,alpha
XGBoost_Mixup_Comb,0.3404338583808896,1500,150,0.2
KRR_Mixup_Comb,1.6177844676993922,1500,150,0.2
NN_Mixup_Comb,0.4177100699073506,1500,150,0.2
XGBoost_Mixup_Comb,0.3374567990133679,1500,150,0.4
KRR_Mixup_Comb,1.07232178112862,1500,150,0.4
NN_Mixup_Comb,0.351594971551841,1500,150,0.4
XGBoost_Mixup_Comb,0.3334960049188765,1500,150,0.5
KRR_Mixup_Comb,1.1104751479105337,1500,150,0.5
NN_Mixup_Comb,0.3624720161915473,1500,150,0.5
XGBoost_Mixup_Comb,0.3371249664705509,1500,150,0.6
KRR_Mixup_Comb,0.8122335844673926,1500,150,0.6
NN_Mixup_Comb,0.3689347672533632,1500,150,0.6
XGBoost_Mixup_Comb,0.3349754438888881,1500,150,0.8
KRR_Mixup_Comb,0.5416523557116434,1500,150,0.8
NN_Mixup_Comb,0.3792553162470928,1500,150,0.8
XGBoost_Mixup_Comb,0.3276118148450236,2250,150,0.2
KRR_Mixup_Comb,1.5331988407925228,2250,150,0.2
NN_Mixup_Comb,0.3980253542908258,2250,150,0.2
XGBoost_Mixup_Comb,0.3254619065109473,2250,150,0.4
KRR_Mixup_Comb,0.9950779399274904,2250,150,0.4
NN_Mixup_Comb,0.3372539368559002,2250,150,0.4
XGBoost_Mixup_Comb,0.3277948415752752,2250,150,0.5
KRR_Mixup_Comb,0.9754959460338,2250,150,0.5
NN_Mixup_Comb,0.3506952291344669,2250,150,0.5
XGBoost_Mixup_Comb,0.3299297880094414,2250,150,0.6
KRR_Mixup_Comb,0.7967534216328768,2250,150,0.6
NN_Mixup_Comb,0.3601060372713822,2250,150,0.6
XGBoost_Mixup_Comb,0.3239465406488928,2250,150,0.8
KRR_Mixup_Comb,0.5348723215141016,2250,150,0.8
NN_Mixup_Comb,0.372767549502622,2250,150,0.8
XGBoost_Mixup_Comb,0.3331403764535388,3000,150,0.2
KRR_Mixup_Comb,1.4127928578826674,3000,150,0.2
NN_Mixup_Comb,0.4119033836192203,3000,150,0.2
XGBoost_Mixup_Comb,0.3340302053776077,3000,150,0.4
KRR_Mixup_Comb,1.0803698857608173,3000,150,0.4
NN_Mixup_Comb,0.3458875307542622,3000,150,0.4
XGBoost_Mixup_Comb,0.3277377889384608,3000,150,0.5
KRR_Mixup_Comb,1.0845349373100006,3000,150,0.5
NN_Mixup_Comb,0.3562044241804501,3000,150,0.5
XGBoost_Mixup_Comb,0.3312868298882206,3000,150,0.6
KRR_Mixup_Comb,0.7883047191315682,3000,150,0.6
NN_Mixup_Comb,0.3598041662046282,3000,150,0.6
XGBoost_Mixup_Comb,0.3292669523660665,3000,150,0.8
KRR_Mixup_Comb,0.5336436084348437,3000,150,0.8
NN_Mixup_Comb,0.3688793605618673,3000,150,0.8
XGBoost_Mixup_Comb,0.334852933612465,4500,150,0.2
KRR_Mixup_Comb,1.4773324325499282,4500,150,0.2
NN_Mixup_Comb,0.3945168684586893,4500,150,0.2
XGBoost_Mixup_Comb,0.3274530978287446,4500,150,0.4
KRR_Mixup_Comb,0.9714395794847506,4500,150,0.4
NN_Mixup_Comb,0.3392575385554431,4500,150,0.4
XGBoost_Mixup_Comb,0.3290485923646717,4500,150,0.5
KRR_Mixup_Comb,0.9795362666621206,4500,150,0.5
NN_Mixup_Comb,0.3469019204094881,4500,150,0.5
XGBoost_Mixup_Comb,0.3319040143721436,4500,150,0.6
KRR_Mixup_Comb,0.7626371575488156,4500,150,0.6
NN_Mixup_Comb,0.3612511643694462,4500,150,0.6
XGBoost_Mixup_Comb,0.3268472620122923,4500,150,0.8
KRR_Mixup_Comb,0.5207950678175912,4500,150,0.8
NN_Mixup_Comb,0.3646897459637178,4500,150,0.8
XGBoost_Mixup_Comb,0.3701935865371329,50,50,0.2
KRR_Mixup_Comb,1.1686057606510172,50,50,0.2
NN_Mixup_Comb,0.5586521171984506,50,50,0.2
XGBoost_Mixup_Comb,0.3942163496444596,50,50,0.4
KRR_Mixup_Comb,1.0206669453987112,50,50,0.4
NN_Mixup_Comb,0.5027673514281285,50,50,0.4
XGBoost_Mixup_Comb,0.3844090912799857,50,50,0.5
KRR_Mixup_Comb,0.8184351380227781,50,50,0.5
NN_Mixup_Comb,0.5463322599199167,50,50,0.5
XGBoost_Mixup_Comb,0.364846322413251,50,50,0.6
KRR_Mixup_Comb,0.7618819824404568,50,50,0.6
NN_Mixup_Comb,0.5060923495522034,50,50,0.6
XGBoost_Mixup_Comb,0.3732648367874112,50,50,0.8
KRR_Mixup_Comb,0.6845262683196733,50,50,0.8
NN_Mixup_Comb,0.5370063692117732,50,50,0.8
XGBoost_Mixup_Comb,0.3795782314959952,100,50,0.2
KRR_Mixup_Comb,1.1915534094511513,100,50,0.2
NN_Mixup_Comb,0.5785046577574808,100,50,0.2
XGBoost_Mixup_Comb,0.406671657782741,100,50,0.4
KRR_Mixup_Comb,1.0483246229222831,100,50,0.4
NN_Mixup_Comb,0.5199965792538003,100,50,0.4
XGBoost_Mixup_Comb,0.3903993017042332,100,50,0.5
KRR_Mixup_Comb,0.8371544762846603,100,50,0.5
NN_Mixup_Comb,0.5662608813375222,100,50,0.5
XGBoost_Mixup_Comb,0.3736844659926902,100,50,0.6
KRR_Mixup_Comb,0.7822622834174526,100,50,0.6
NN_Mixup_Comb,0.5230110837156675,100,50,0.6
XGBoost_Mixup_Comb,0.3850978047440498,100,50,0.8
KRR_Mixup_Comb,0.7136252982445944,100,50,0.8
NN_Mixup_Comb,0.5586361263973223,100,50,0.8
XGBoost_Mixup_Comb,0.3531238214555262,250,50,0.2
KRR_Mixup_Comb,1.1447324560884204,250,50,0.2
NN_Mixup_Comb,0.5418367869192463,250,50,0.2
XGBoost_Mixup_Comb,0.3826849119159474,250,50,0.4
KRR_Mixup_Comb,1.035562139565424,250,50,0.4
NN_Mixup_Comb,0.4840083964208356,250,50,0.4
XGBoost_Mixup_Comb,0.3617941744458141,250,50,0.5
KRR_Mixup_Comb,0.807751198028762,250,50,0.5
NN_Mixup_Comb,0.5289225500305135,250,50,0.5
XGBoost_Mixup_Comb,0.3506744241006239,250,50,0.6
KRR_Mixup_Comb,0.7526985956068253,250,50,0.6
NN_Mixup_Comb,0.4867000849515971,250,50,0.6
XGBoost_Mixup_Comb,0.3563657631034918,250,50,0.8
KRR_Mixup_Comb,0.6829644137336252,250,50,0.8
NN_Mixup_Comb,0.5223045845528232,250,50,0.8
XGBoost_Mixup_Comb,0.3625788323439629,500,50,0.2
KRR_Mixup_Comb,1.0940731498329346,500,50,0.2
NN_Mixup_Comb,0.5468480858710127,500,50,0.2
XGBoost_Mixup_Comb,0.3958831236991504,500,50,0.4
KRR_Mixup_Comb,1.0186618040270352,500,50,0.4
NN_Mixup_Comb,0.493145004972154,500,50,0.4
XGBoost_Mixup_Comb,0.3754547009358326,500,50,0.5
KRR_Mixup_Comb,0.7640088409696282,500,50,0.5
NN_Mixup_Comb,0.531620528418277,500,50,0.5
XGBoost_Mixup_Comb,0.3610416679545449,500,50,0.6
KRR_Mixup_Comb,0.7569793189894929,500,50,0.6
NN_Mixup_Comb,0.4964607795868508,500,50,0.6
XGBoost_Mixup_Comb,0.3696430728258391,500,50,0.8
KRR_Mixup_Comb,0.6592181138687353,500,50,0.8
NN_Mixup_Comb,0.5296702629795825,500,50,0.8
XGBoost_Mixup_Comb,0.3791483194496625,750,50,0.2
KRR_Mixup_Comb,1.0956557261879758,750,50,0.2
NN_Mixup_Comb,0.5468821280955687,750,50,0.2
XGBoost_Mixup_Comb,0.4012525470070281,750,50,0.4
KRR_Mixup_Comb,0.9887123389670806,750,50,0.4
NN_Mixup_Comb,0.4959657614144489,750,50,0.4
XGBoost_Mixup_Comb,0.3888052389585941,750,50,0.5
KRR_Mixup_Comb,0.7570306928395742,750,50,0.5
NN_Mixup_Comb,0.5326515415864347,750,50,0.5
XGBoost_Mixup_Comb,0.3737730096016002,750,50,0.6
KRR_Mixup_Comb,0.7544836029062365,750,50,0.6
NN_Mixup_Comb,0.4987587269628317,750,50,0.6
XGBoost_Mixup_Comb,0.3786168217421993,750,50,0.8
KRR_Mixup_Comb,0.6551477511007561,750,50,0.8
NN_Mixup_Comb,0.5302841882583429,750,50,0.8
XGBoost_Mixup_Comb,0.3616522120816624,1000,50,0.2
KRR_Mixup_Comb,1.0982239214676175,1000,50,0.2
NN_Mixup_Comb,0.5382235115728438,1000,50,0.2
XGBoost_Mixup_Comb,0.3794088083054369,1000,50,0.4
KRR_Mixup_Comb,1.0115687715617738,1000,50,0.4
NN_Mixup_Comb,0.4883748898383175,1000,50,0.4
XGBoost_Mixup_Comb,0.367055871426022,1000,50,0.5
KRR_Mixup_Comb,0.785581668498162,1000,50,0.5
NN_Mixup_Comb,0.5290027477206829,1000,50,0.5
XGBoost_Mixup_Comb,0.3527226655201191,1000,50,0.6
KRR_Mixup_Comb,0.7471129263147825,1000,50,0.6
NN_Mixup_Comb,0.4899739569198784,1000,50,0.6
XGBoost_Mixup_Comb,0.3631524611330189,1000,50,0.8
KRR_Mixup_Comb,0.6773734124341783,1000,50,0.8
NN_Mixup_Comb,0.5169660336758362,1000,50,0.8
XGBoost_Mixup_Comb,0.3620230389690917,1500,50,0.2
KRR_Mixup_Comb,1.109255073039856,1500,50,0.2
NN_Mixup_Comb,0.5243102811609879,1500,50,0.2
XGBoost_Mixup_Comb,0.3830827923209772,1500,50,0.4
KRR_Mixup_Comb,1.0280779476852366,1500,50,0.4
NN_Mixup_Comb,0.4758078184039749,1500,50,0.4
XGBoost_Mixup_Comb,0.3734955664999497,1500,50,0.5
KRR_Mixup_Comb,0.8067955414313781,1500,50,0.5
NN_Mixup_Comb,0.5148840687511281,1500,50,0.5
XGBoost_Mixup_Comb,0.3531316392203786,1500,50,0.6
KRR_Mixup_Comb,0.7926291022085307,1500,50,0.6
NN_Mixup_Comb,0.4780403340340431,1500,50,0.6
XGBoost_Mixup_Comb,0.3650018143918365,1500,50,0.8
KRR_Mixup_Comb,0.69795878034816,1500,50,0.8
NN_Mixup_Comb,0.5071369783529666,1500,50,0.8
XGBoost_Mixup_Comb,0.4058367114328636,100,100,0.2
KRR_Mixup_Comb,3.595148181244611,100,100,0.2
NN_Mixup_Comb,0.5388018855114766,100,100,0.2
XGBoost_Mixup_Comb,0.3857943026827482,100,100,0.4
KRR_Mixup_Comb,1.2045531735770818,100,100,0.4
NN_Mixup_Comb,0.4493089679290761,100,100,0.4
XGBoost_Mixup_Comb,0.4053164166683793,100,100,0.5
KRR_Mixup_Comb,2.808228478844901,100,100,0.5
NN_Mixup_Comb,0.4948486787731242,100,100,0.5
XGBoost_Mixup_Comb,0.401256311904899,100,100,0.6
KRR_Mixup_Comb,2.1315783262124386,100,100,0.6
NN_Mixup_Comb,0.486339111571534,100,100,0.6
XGBoost_Mixup_Comb,0.3860874850611156,100,100,0.8
KRR_Mixup_Comb,1.6949555126864575,100,100,0.8
NN_Mixup_Comb,0.4846445774923293,100,100,0.8
XGBoost_Mixup_Comb,0.390692056131434,200,100,0.2
KRR_Mixup_Comb,3.554224667535371,200,100,0.2
NN_Mixup_Comb,0.5308573690082116,200,100,0.2
XGBoost_Mixup_Comb,0.371778546311543,200,100,0.4
KRR_Mixup_Comb,1.2354506882198164,200,100,0.4
NN_Mixup_Comb,0.440327916499134,200,100,0.4
XGBoost_Mixup_Comb,0.3889077560267744,200,100,0.5
KRR_Mixup_Comb,2.8660083640779432,200,100,0.5
NN_Mixup_Comb,0.4860472842675412,200,100,0.5
XGBoost_Mixup_Comb,0.3886243738746305,200,100,0.6
KRR_Mixup_Comb,2.0831831091853656,200,100,0.6
NN_Mixup_Comb,0.4781356175277204,200,100,0.6
XGBoost_Mixup_Comb,0.377142695441662,200,100,0.8
KRR_Mixup_Comb,1.786041991553459,200,100,0.8
NN_Mixup_Comb,0.4798427518004172,200,100,0.8
XGBoost_Mixup_Comb,0.3939413126913151,500,100,0.2
KRR_Mixup_Comb,3.320769510563544,500,100,0.2
NN_Mixup_Comb,0.5352187911953392,500,100,0.2
XGBoost_Mixup_Comb,0.3873270976156343,500,100,0.4
KRR_Mixup_Comb,1.24442935909439,500,100,0.4
NN_Mixup_Comb,0.443340444215451,500,100,0.4
XGBoost_Mixup_Comb,0.3970238284824384,500,100,0.5
KRR_Mixup_Comb,2.5079039269678702,500,100,0.5
NN_Mixup_Comb,0.4829210366836496,500,100,0.5
XGBoost_Mixup_Comb,0.3979071215663015,500,100,0.6
KRR_Mixup_Comb,2.1271086470667835,500,100,0.6
NN_Mixup_Comb,0.4849216370712014,500,100,0.6
XGBoost_Mixup_Comb,0.3935832370909241,500,100,0.8
KRR_Mixup_Comb,1.8155913909721424,500,100,0.8
NN_Mixup_Comb,0.4763725693878086,500,100,0.8
XGBoost_Mixup_Comb,0.3773508921159599,1000,100,0.2
KRR_Mixup_Comb,3.3018592437524554,1000,100,0.2
NN_Mixup_Comb,0.5297077737196437,1000,100,0.2
XGBoost_Mixup_Comb,0.373675090688314,1000,100,0.4
KRR_Mixup_Comb,1.2576546553938883,1000,100,0.4
NN_Mixup_Comb,0.4317593772026494,1000,100,0.4
XGBoost_Mixup_Comb,0.3800701800798466,1000,100,0.5
KRR_Mixup_Comb,2.4728975859574325,1000,100,0.5
NN_Mixup_Comb,0.4789378049598101,1000,100,0.5
XGBoost_Mixup_Comb,0.3796295786473855,1000,100,0.6
KRR_Mixup_Comb,2.1561011172410494,1000,100,0.6
NN_Mixup_Comb,0.471854903448179,1000,100,0.6
XGBoost_Mixup_Comb,0.3741544312948617,1000,100,0.8
KRR_Mixup_Comb,1.7416866285377737,1000,100,0.8
NN_Mixup_Comb,0.4742097973800794,1000,100,0.8
XGBoost_Mixup_Comb,0.3930033936216817,1500,100,0.2
KRR_Mixup_Comb,3.396362044730737,1500,100,0.2
NN_Mixup_Comb,0.5466687122960662,1500,100,0.2
XGBoost_Mixup_Comb,0.3864189692922924,1500,100,0.4
KRR_Mixup_Comb,1.3461847367049946,1500,100,0.4
NN_Mixup_Comb,0.4473231401623975,1500,100,0.4
XGBoost_Mixup_Comb,0.3948454304494063,1500,100,0.5
KRR_Mixup_Comb,2.7647521089164093,1500,100,0.5
NN_Mixup_Comb,0.5014948886491138,1500,100,0.5
XGBoost_Mixup_Comb,0.4043659796752428,1500,100,0.6
KRR_Mixup_Comb,2.246375655875678,1500,100,0.6
NN_Mixup_Comb,0.4854955056424458,1500,100,0.6
XGBoost_Mixup_Comb,0.3830750842656926,1500,100,0.8
KRR_Mixup_Comb,1.7568410678598436,1500,100,0.8
NN_Mixup_Comb,0.4760333221576066,1500,100,0.8
XGBoost_Mixup_Comb,0.3984797161127861,2000,100,0.2
KRR_Mixup_Comb,3.765365924496564,2000,100,0.2
NN_Mixup_Comb,0.5404164244244565,2000,100,0.2
XGBoost_Mixup_Comb,0.3895057858703733,2000,100,0.4
KRR_Mixup_Comb,1.368752452348237,2000,100,0.4
NN_Mixup_Comb,0.4409820339846952,2000,100,0.4
XGBoost_Mixup_Comb,0.3936983981732063,2000,100,0.5
KRR_Mixup_Comb,2.97490814968972,2000,100,0.5
NN_Mixup_Comb,0.488273885580102,2000,100,0.5
XGBoost_Mixup_Comb,0.4022206802549614,2000,100,0.6
KRR_Mixup_Comb,2.631950355869389,2000,100,0.6
NN_Mixup_Comb,0.4861806696638289,2000,100,0.6
XGBoost_Mixup_Comb,0.3890178355329208,2000,100,0.8
KRR_Mixup_Comb,1.951773788559193,2000,100,0.8
NN_Mixup_Comb,0.4775378960962516,2000,100,0.8
XGBoost_Mixup_Comb,0.4057852673284283,3000,100,0.2
KRR_Mixup_Comb,3.712777787478529,3000,100,0.2
NN_Mixup_Comb,0.5422314929047048,3000,100,0.2
XGBoost_Mixup_Comb,0.3873954588209463,3000,100,0.4
KRR_Mixup_Comb,1.3012656147311636,3000,100,0.4
NN_Mixup_Comb,0.4541817751732374,3000,100,0.4
XGBoost_Mixup_Comb,0.4041431996635828,3000,100,0.5
KRR_Mixup_Comb,2.5940209116221027,3000,100,0.5
NN_Mixup_Comb,0.5030853629588927,3000,100,0.5
XGBoost_Mixup_Comb,0.3984886777175223,3000,100,0.6
KRR_Mixup_Comb,2.297923482608049,3000,100,0.6
NN_Mixup_Comb,0.499795908798911,3000,100,0.6
XGBoost_Mixup_Comb,0.3868446099945994,3000,100,0.8
KRR_Mixup_Comb,1.7329205776640304,3000,100,0.8
NN_Mixup_Comb,0.487530828597882,3000,100,0.8
XGBoost_Mixup_Comb,0.3165541484047405,150,150,0.2
KRR_Mixup_Comb,1.752876450120903,150,150,0.2
NN_Mixup_Comb,0.3508612249693601,150,150,0.2
XGBoost_Mixup_Comb,0.3152831078105804,150,150,0.4
KRR_Mixup_Comb,1.3969049060662804,150,150,0.4
NN_Mixup_Comb,0.3358241166188599,150,150,0.4
XGBoost_Mixup_Comb,0.3041577442156969,150,150,0.5
KRR_Mixup_Comb,0.8866457468303159,150,150,0.5
NN_Mixup_Comb,0.2981179197325088,150,150,0.5
XGBoost_Mixup_Comb,0.3049848112023932,150,150,0.6
KRR_Mixup_Comb,0.8871566647584554,150,150,0.6
NN_Mixup_Comb,0.3154314168981583,150,150,0.6
XGBoost_Mixup_Comb,0.3079993424958647,150,150,0.8
KRR_Mixup_Comb,0.7777225492613952,150,150,0.8
NN_Mixup_Comb,0.2943532943483719,150,150,0.8
XGBoost_Mixup_Comb,0.3340336544572843,300,150,0.2
KRR_Mixup_Comb,1.7138614868457454,300,150,0.2
NN_Mixup_Comb,0.351834547278918,300,150,0.2
XGBoost_Mixup_Comb,0.3328867900388697,300,150,0.4
KRR_Mixup_Comb,1.390737947728086,300,150,0.4
NN_Mixup_Comb,0.3408307922416353,300,150,0.4
XGBoost_Mixup_Comb,0.3214250896681363,300,150,0.5
KRR_Mixup_Comb,0.8626608844558474,300,150,0.5
NN_Mixup_Comb,0.3022684992207298,300,150,0.5
XGBoost_Mixup_Comb,0.3202917757624994,300,150,0.6
KRR_Mixup_Comb,0.8658787528699058,300,150,0.6
NN_Mixup_Comb,0.3220592502952247,300,150,0.6
XGBoost_Mixup_Comb,0.3193565193435622,300,150,0.8
KRR_Mixup_Comb,0.7792421566927117,300,150,0.8
NN_Mixup_Comb,0.300596640171804,300,150,0.8
XGBoost_Mixup_Comb,0.3429569646325881,750,150,0.2
KRR_Mixup_Comb,1.6886043472860175,750,150,0.2
NN_Mixup_Comb,0.3597712914186411,750,150,0.2
XGBoost_Mixup_Comb,0.342696032643412,750,150,0.4
KRR_Mixup_Comb,1.4020822401447337,750,150,0.4
NN_Mixup_Comb,0.34548701088973,750,150,0.4
XGBoost_Mixup_Comb,0.3265530175003338,750,150,0.5
KRR_Mixup_Comb,0.8350522383363472,750,150,0.5
NN_Mixup_Comb,0.3123501655846631,750,150,0.5
XGBoost_Mixup_Comb,0.3245145712179168,750,150,0.6
KRR_Mixup_Comb,0.8409387860576589,750,150,0.6
NN_Mixup_Comb,0.3275489231665554,750,150,0.6
XGBoost_Mixup_Comb,0.3276805324420616,750,150,0.8
KRR_Mixup_Comb,0.7764796147419596,750,150,0.8
NN_Mixup_Comb,0.3098945116767115,750,150,0.8
XGBoost_Mixup_Comb,0.3212373257214806,1500,150,0.2
KRR_Mixup_Comb,1.4965779768514729,1500,150,0.2
NN_Mixup_Comb,0.3293568218750117,1500,150,0.2
XGBoost_Mixup_Comb,0.3174300963457779,1500,150,0.4
KRR_Mixup_Comb,1.1873008209560176,1500,150,0.4
NN_Mixup_Comb,0.3165338417086956,1500,150,0.4
XGBoost_Mixup_Comb,0.3063533068270017,1500,150,0.5
KRR_Mixup_Comb,0.7412074906488518,1500,150,0.5
NN_Mixup_Comb,0.2874587592570665,1500,150,0.5
XGBoost_Mixup_Comb,0.3064364744261573,1500,150,0.6
KRR_Mixup_Comb,0.7688624123170273,1500,150,0.6
NN_Mixup_Comb,0.3012742244352865,1500,150,0.6
XGBoost_Mixup_Comb,0.3004331516576898,1500,150,0.8
KRR_Mixup_Comb,0.6582084665597939,1500,150,0.8
NN_Mixup_Comb,0.2861489752503487,1500,150,0.8
XGBoost_Mixup_Comb,0.3374218631111946,2250,150,0.2
KRR_Mixup_Comb,1.968631664625807,2250,150,0.2
NN_Mixup_Comb,0.3660129549632346,2250,150,0.2
XGBoost_Mixup_Comb,0.3360221943897414,2250,150,0.4
KRR_Mixup_Comb,1.5927403897484032,2250,150,0.4
NN_Mixup_Comb,0.3569987559904606,2250,150,0.4
XGBoost_Mixup_Comb,0.3253786949408778,2250,150,0.5
KRR_Mixup_Comb,0.9528848379825188,2250,150,0.5
NN_Mixup_Comb,0.3170546377287585,2250,150,0.5
XGBoost_Mixup_Comb,0.3217352183195868,2250,150,0.6
KRR_Mixup_Comb,0.9719843752021116,2250,150,0.6
NN_Mixup_Comb,0.3325595834317236,2250,150,0.6
XGBoost_Mixup_Comb,0.321181054895954,2250,150,0.8
KRR_Mixup_Comb,0.8488303589445383,2250,150,0.8
NN_Mixup_Comb,0.3135913995272716,2250,150,0.8
XGBoost_Mixup_Comb,0.3233844661260445,3000,150,0.2
KRR_Mixup_Comb,1.9131220682142152,3000,150,0.2
NN_Mixup_Comb,0.3511643975999912,3000,150,0.2
XGBoost_Mixup_Comb,0.3212276806382335,3000,150,0.4
KRR_Mixup_Comb,1.3920796015141217,3000,150,0.4
NN_Mixup_Comb,0.3327635762224443,3000,150,0.4
XGBoost_Mixup_Comb,0.311389051484904,3000,150,0.5
KRR_Mixup_Comb,0.8741867282804084,3000,150,0.5
NN_Mixup_Comb,0.3031708564604969,3000,150,0.5
XGBoost_Mixup_Comb,0.3101841809466372,3000,150,0.6
KRR_Mixup_Comb,0.910162462250864,3000,150,0.6
NN_Mixup_Comb,0.3167931321591498,3000,150,0.6
XGBoost_Mixup_Comb,0.3084471863563704,3000,150,0.8
KRR_Mixup_Comb,0.8262838772623202,3000,150,0.8
NN_Mixup_Comb,0.2951538044603681,3000,150,0.8
XGBoost_Mixup_Comb,0.3222640353078491,4500,150,0.2
KRR_Mixup_Comb,1.514382997269982,4500,150,0.2
NN_Mixup_Comb,0.3443805335678186,4500,150,0.2
XGBoost_Mixup_Comb,0.3180540767425974,4500,150,0.4
KRR_Mixup_Comb,1.2137818121735344,4500,150,0.4
NN_Mixup_Comb,0.3295525611887627,4500,150,0.4
XGBoost_Mixup_Comb,0.3088278167960491,4500,150,0.5
KRR_Mixup_Comb,0.7784400927527613,4500,150,0.5
NN_Mixup_Comb,0.3003457906776808,4500,150,0.5
XGBoost_Mixup_Comb,0.3111409714280401,4500,150,0.6
KRR_Mixup_Comb,0.7726869711718324,4500,150,0.6
NN_Mixup_Comb,0.3138306452533871,4500,150,0.6
XGBoost_Mixup_Comb,0.3073787712000498,4500,150,0.8
KRR_Mixup_Comb,0.7109424307406746,4500,150,0.8
NN_Mixup_Comb,0.2934603636280571,4500,150,0.8
XGBoost_Mixup_Comb,0.3807135885075299,50,50,0.2
KRR_Mixup_Comb,1.93840787961828,50,50,0.2
NN_Mixup_Comb,0.438151590165218,50,50,0.2
XGBoost_Mixup_Comb,0.3669409689474532,50,50,0.4
KRR_Mixup_Comb,3.1142734828490197,50,50,0.4
NN_Mixup_Comb,0.4314562388911619,50,50,0.4
XGBoost_Mixup_Comb,0.3635823627459627,50,50,0.5
KRR_Mixup_Comb,1.7463340278652353,50,50,0.5
NN_Mixup_Comb,0.4148482862754643,50,50,0.5
XGBoost_Mixup_Comb,0.3866338944076852,50,50,0.6
KRR_Mixup_Comb,1.4532746069001068,50,50,0.6
NN_Mixup_Comb,0.4627295772123689,50,50,0.6
XGBoost_Mixup_Comb,0.3669820958126377,50,50,0.8
KRR_Mixup_Comb,1.091331186995616,50,50,0.8
NN_Mixup_Comb,0.4090065769972539,50,50,0.8
XGBoost_Mixup_Comb,0.3857686455586728,100,50,0.2
KRR_Mixup_Comb,1.890103887080927,100,50,0.2
NN_Mixup_Comb,0.4381072719416437,100,50,0.2
XGBoost_Mixup_Comb,0.3752207563753005,100,50,0.4
KRR_Mixup_Comb,3.0004135607985365,100,50,0.4
NN_Mixup_Comb,0.427351473413413,100,50,0.4
XGBoost_Mixup_Comb,0.3705357296911434,100,50,0.5
KRR_Mixup_Comb,1.6986483080119583,100,50,0.5
NN_Mixup_Comb,0.4111454727869604,100,50,0.5
XGBoost_Mixup_Comb,0.37837218893974,100,50,0.6
KRR_Mixup_Comb,1.4053616774699855,100,50,0.6
NN_Mixup_Comb,0.4607128736862926,100,50,0.6
XGBoost_Mixup_Comb,0.3657521223261152,100,50,0.8
KRR_Mixup_Comb,1.0688330010053548,100,50,0.8
NN_Mixup_Comb,0.4105357268863291,100,50,0.8
XGBoost_Mixup_Comb,0.4165909809881076,250,50,0.2
KRR_Mixup_Comb,1.8560992656814703,250,50,0.2
NN_Mixup_Comb,0.4807712113575571,250,50,0.2
XGBoost_Mixup_Comb,0.4018286743288687,250,50,0.4
KRR_Mixup_Comb,2.973770319574536,250,50,0.4
NN_Mixup_Comb,0.4713017262556774,250,50,0.4
XGBoost_Mixup_Comb,0.3935139339653853,250,50,0.5
KRR_Mixup_Comb,1.6798428798772136,250,50,0.5
NN_Mixup_Comb,0.4519166070406691,250,50,0.5
XGBoost_Mixup_Comb,0.4205963463365929,250,50,0.6
KRR_Mixup_Comb,1.3882587216807027,250,50,0.6
NN_Mixup_Comb,0.508624506371846,250,50,0.6
XGBoost_Mixup_Comb,0.397898450185154,250,50,0.8
KRR_Mixup_Comb,1.0339184666282906,250,50,0.8
NN_Mixup_Comb,0.4517720244740738,250,50,0.8
XGBoost_Mixup_Comb,0.4065546568818348,500,50,0.2
KRR_Mixup_Comb,1.9476082202343277,500,50,0.2
NN_Mixup_Comb,0.470850750699698,500,50,0.2
XGBoost_Mixup_Comb,0.3954236056413503,500,50,0.4
KRR_Mixup_Comb,3.227985795565138,500,50,0.4
NN_Mixup_Comb,0.4611005944404084,500,50,0.4
XGBoost_Mixup_Comb,0.3854591178199917,500,50,0.5
KRR_Mixup_Comb,1.7956789723574424,500,50,0.5
NN_Mixup_Comb,0.4403444016108906,500,50,0.5
XGBoost_Mixup_Comb,0.4072646461407435,500,50,0.6
KRR_Mixup_Comb,1.4696142100178191,500,50,0.6
NN_Mixup_Comb,0.4998487151380116,500,50,0.6
XGBoost_Mixup_Comb,0.383109063375906,500,50,0.8
KRR_Mixup_Comb,1.0546435637789973,500,50,0.8
NN_Mixup_Comb,0.4440312276992029,500,50,0.8
XGBoost_Mixup_Comb,0.4068982387471874,750,50,0.2
KRR_Mixup_Comb,2.111222266055645,750,50,0.2
NN_Mixup_Comb,0.4678151811259534,750,50,0.2
XGBoost_Mixup_Comb,0.3931054683091714,750,50,0.4
KRR_Mixup_Comb,3.532414101880996,750,50,0.4
NN_Mixup_Comb,0.4591088959273463,750,50,0.4
XGBoost_Mixup_Comb,0.3881445294226263,750,50,0.5
KRR_Mixup_Comb,1.893613358320999,750,50,0.5
NN_Mixup_Comb,0.4419190452109907,750,50,0.5
XGBoost_Mixup_Comb,0.4113004823415159,750,50,0.6
KRR_Mixup_Comb,1.5813779957968743,750,50,0.6
NN_Mixup_Comb,0.4948245142568427,750,50,0.6
XGBoost_Mixup_Comb,0.3859110134988417,750,50,0.8
KRR_Mixup_Comb,1.108490598907867,750,50,0.8
NN_Mixup_Comb,0.4399906411534307,750,50,0.8
XGBoost_Mixup_Comb,0.3984568684046311,1000,50,0.2
KRR_Mixup_Comb,1.9055102405662163,1000,50,0.2
NN_Mixup_Comb,0.4633268403159633,1000,50,0.2
XGBoost_Mixup_Comb,0.386747137266509,1000,50,0.4
KRR_Mixup_Comb,3.095323450061894,1000,50,0.4
NN_Mixup_Comb,0.4614514082004314,1000,50,0.4
